Consultant;Main_New_Gloss;D_Start_HS;N-D_Start_HS;D_End_HS;N-D_End_HS;Passive_Arm;Start;End;Session_Scene
Liz;EVERY-MONTH/RENT;1;1;1;1;N;1465;1515;ASL_2008_02_158
Tyler;EVERY-MONTH/RENT;1;1;1;1;N;995;1040;ASL_2008_06_1018
Brady;EVERY-MONTH/RENT;1;1;1;1;N;859;907;ASL_2011_07_19_Brady5
Tyler;INVITE/HIRE;crvd-flat-B;;crvd-flat-B;;N;1985;2010;ASL_2008_05_29a50
Naomi;INVITE/HIRE;crvd-B;;crvd-B;;N;4332;4355;ASL_2008_08_1318
Liz;INTRODUCE;B-L;crvd-B;bent-B-L;bent-B-L;N;2092;2135;ASL_2008_02_0134
Tyler;INTRODUCE;bent-B-L;crvd-B;bent-B-L;crvd-B;N;1212;1235;ASL_2008_05_29a42
Tyler;INTRODUCE;bent-B-L;crvd-B;bent-B-L;crvd-B;N;1457;1480;ASL_2008_05_29b8
Naomi;INTRODUCE;crvd-B;crvd-B;crvd-B;crvd-B;N;1975;2002;ASL_2008_08_1328
Brady;INTRODUCE;B-L;B-L;bent-B-L;bent-B-L;N;2727;2748;ASL_2011_06_14_Brady29
Brady;INTRODUCE;bent-B-L;bent-B-L;bent-B-L;bent-B-L;N;2898;2920;ASL_2011_06_14_Brady41
Liz;WELCOME;crvd-B;;crvd-B;;N;2455;2496;ASL_2008_02_0122
Brady;WELCOME;bent-B;;bent-B;;N;3529;3553;ASL_2011_06_14_Brady34
Liz;EVERY-YEAR;S;S;1;S;N;1596;1647;ASL_2008_03_2847
Liz;EVERY-YEAR;S;S;1;S;N;1420;1500;ASL_2010_08_10_Liz_additional_lexicon_signs23
Brady;EVERY-YEAR;S;S;1;S;N;784;879;ASL_2011_06_08_Brady12
Brady;EVERY-YEAR;S;S;1;S;N;1433;1493;ASL_2011_07_22_Brady35
Brady;EVERY-YEAR;S;S;1;S;N;5978;6034;ASL_2011_07_22_Brady57
Liz;EVERY-TWO-YEARS;S;S;V/2;S;N;1845;1881;ASL_2010_08_10_Liz_additional_lexicon_signs16
Liz;EVERY-TWO-YEARS;S;S;V/2;S;N;2032;2090;ASL_2010_08_10_Liz_additional_lexicon_signs24
Brady;EVERY-TWO-YEARS;S;S;V/2;S;N;1829;1862;ASL_2011_06_08_Brady21
Brady;EVERY-TWO-YEARS;S;S;V/2;S;N;2133;2156;ASL_2011_06_14_Brady13
Liz;SHOE-HEEL;crvd-L;B-L;crvd-L;B-L;N;1186;1252;ASL_2008_02_0122
Brady;SHOE-HEEL;sml-C/3;B-L;sml-C/3;B-L;N;1879;1903;ASL_2011_06_14_Brady34
Liz;PUMPS;sml-C/3;sml-C/3;sml-C/3;sml-C/3;N;1415;1481;ASL_2008_02_1552
Brady;PUMPS;sml-C/3;sml-C/3;sml-C/3;sml-C/3;N;688;730;ASL_2011_07_19_Brady47
Liz;HIGH-HEELS;I;I;I;I;N;1950;2010;ASL_2008_02_2941
Tyler;HIGH-HEELS;I;I;I;I;N;830;886;ASL_2008_05_29a50
Naomi;HIGH-HEELS;I;I;I;I;N;1377;1440;ASL_2008_08_1318
Brady;HIGH-HEELS;I;I;I;I;N;1659;1707;ASL_2011_06_14_Brady34
Brady;HIGH-HEELS;I;I;I;I;N;997;1055;ASL_2011_07_19_Brady47
Liz;LETTER/MAIL;10;B-L;10;B-L;N;1680;1720;ASL_2008_02_0147
Tyler;LETTER/MAIL;10;B-L;10;B-L;N;2770;2805;ASL_2008_05_29b19
Naomi;LETTER/MAIL;10;B-L;10;B-L;N;2767;2790;ASL_2008_08_13_session22
Brady;LETTER/MAIL;10;B-L;10;B-L;N;4143;4161;ASL_2011_06_14_Brady48
Brady;LETTER/MAIL;10;B-L;10;B-L;N;1812;1829;ASL_2011_07_19_Brady95
Lana;LETTER/MAIL;10;B-L;10;B-L;N;505;521;ASL_2006_10_1016
Dana;LETTER/MAIL;10;B-L;10;B-L;N;442;499;ASL_2007_05_2419
Liz;LETTER/MAIL;10;10;10;10;N;3116;3157;ASL_2008_02_2943
Brady;LETTER/MAIL;10;10;10;10;N;2068;2090;ASL_2011_07_19_Brady95
Liz;STAMP;U/H;B-L;U/H;B-L;N;2065;2135;ASL_2008_02_2943
Liz;SPEECH/ORAL;crvd-V;;crvd-V;;N;3736;3790;ASL_2008_02_1526
Liz;SPEECH/ORAL;crvd-V;;crvd-V;;N;1787;1832;ASL_2008_02_2940
Brady;SPEECH/ORAL;crvd-V;;crvd-V;;N;894;934;ASL_2011_07_19_Brady22
Brady;SPEECH/ORAL;crvd-V;;crvd-V;;N;1159;1210;ASL_2011_07_19_Brady22
Brady;SPEECH/ORAL;crvd-V;;crvd-V;;N;3088;3140;ASL_2011_07_19_Brady92
Brady;SPEECH/ORAL;crvd-V;;crvd-V;;N;4013;4064;ASL_2011_07_22_Brady48
Liz;SPEECH/ORAL;O;;O;;N;395;455;ASL_2008_02_1527
Liz;FED-UP/FULL;B;;B;;N;1105;1150;ASL_2008_02_011
Liz;FED-UP/FULL;B;;B;;N;1396;1460;ASL_2008_02_011
Liz;FED-UP/FULL;B;;B;;N;1470;1520;ASL_2010_08_10_Liz_additional_lexicon_signs28
Tyler;FED-UP/FULL;B;;B;;N;705;730;ASL_2008_05_29a32
Tyler;FED-UP/FULL;B;;B;;N;890;925;ASL_2008_05_29a33
Naomi;FED-UP/FULL;B;;B;;N;1056;1078;ASL_2008_08_131
Naomi;FED-UP/FULL;B;;B;;N;1532;1572;ASL_2008_08_131
Brady;FED-UP/FULL;B;;B;;N;1852;1875;ASL_2011_06_14_Brady17
Brady;FED-UP/FULL;B;;B;;N;5559;5574;ASL_2011_06_14_Brady23
Brady;FED-UP/FULL;B;;B;;N;5781;5801;ASL_2011_06_14_Brady23
Brady;FED-UP/FULL;B;;B;;N;987;1007;ASL_2011_06_14_Brady24
Liz;WRENCH/PLUMBING;V/2;1;V/2;1;N;2957;3003;ASL_2008_02_1542
Liz;WRENCH/PLUMBING;V/2;1;V/2;1;N;2817;2876;ASL_2008_03_2845
Brady;WRENCH/PLUMBING;3;1;3;1;N;1033;1075;ASL_2011_07_22_Brady34
Brady;WRENCH/PLUMBING;V/2;1;V/2;1;N;5716;5782;ASL_2011_07_22_Brady57
Liz;FLAG;B-L;B;B-L;B;N;2045;2120;ASL_2008_01_1843
Naomi;FLAG;B-L;D;B-L;D;N;2251;2305;ASL_2008_08_0643
Brady;FLAG;B-L;1;B-L;1;N;5001;5029;ASL_2011_06_14_Brady19
Liz;FLAG_2;B-L;1;bent-B-L;1;N;2291;2352;ASL_2008_01_1843
Tyler;FLAG_2;B-L;1;B-L;1;N;3405;3445;ASL_2008_05_29a22
Tyler;FLAG_2;B-L;1;B-L;1;N;2285;2339;ASL_2008_05_29a23
Naomi;FLAG_2;B-L;1;B-L;1;N;2545;2595;ASL_2008_08_0643
Brady;FLAG_2;B-L;1;B-L;1;N;5363;5400;ASL_2011_06_14_Brady19
Liz;SHAPE/STATUE;A;A;A;A;N;285;345;ASL_2008_01_1841
Liz;SHAPE/STATUE;A;A;A;A;N;3780;3845;ASL_2010_08_10_Liz_additional_lexicon_signs3
Naomi;SHAPE/STATUE;A;A;A;A;N;3382;3412;ASL_2008_08_0640
Brady;SHAPE/STATUE;A;A;A;A;N;7947;7981;ASL_2011_06_14_Brady17
Brady;SHAPE/STATUE;A;A;A;A;N;4103;4132;ASL_2011_07_19_Brady4
Brady;SHAPE/STATUE;A;A;A;A;N;3001;3040;ASL_2011_07_19_Brady96
Liz;SHAPE/STATUE;10;10;10;10;N;3955;4035;ASL_2010_08_10_Liz_additional_lexicon_signs3
Brady;SHAPE/STATUE;A;A;A;A;N;3272;3358;ASL_2011_07_19_Brady96
Tyler;FEMALE-FIGURE;B-L;B-L;crvd-B;crvd-B;N;3565;3600;ASL_2008_05_29a20
Brady;FEMALE-FIGURE;B-L;B-L;B-L;B-L;N;311;340;ASL_2011_06_14_Brady18
Liz;TOOTH/GLASS;X;;X;;N;1790;1830;ASL_2008_01_1814
Liz;TOOTH/GLASS;X;;X;;N;950;1001;ASL_2008_02_016
Liz;TOOTH/GLASS;1;;1;;N;775;840;ASL_2008_03_2820
Tyler;TOOTH/GLASS;X;;X;;N;3005;3050;ASL_2008_05_29a37
Naomi;TOOTH/GLASS;X;;X;;N;1691;1720;ASL_2008_08_0614
Naomi;TOOTH/GLASS;X;;X;;N;3317;3355;ASL_2008_08_135
Brady;TOOTH/GLASS;X;;X;;N;15568;15600;ASL_2011_06_08_Brady32
Brady;TOOTH/GLASS;X;;X;;N;1620;1660;ASL_2011_07_22_Brady8
Brady;TEETH;X;;X;;N;148;181;ASL_2011_07_19_Brady111
Liz;TEETH;X;;X;;N;2640;2701;ASL_2008_03_286
Liz;CHERISH;5-C;;S;;N;690;763;ASL_2008_02_2946
Liz;CHERISH;crvd-5;;S;;N;2250;2312;ASL_2008_03_2822
Liz;CHERISH;crvd-5;;S;;N;140;245;ASL_2010_08_10_Liz_additional_lexicon_signs26
Brady;CHERISH;crvd-5;;S;;N;4416;4456;ASL_2011_06_08_Brady27
Brady;CHERISH;5-C-L;;S;;N;2323;2353;ASL_2011_07_19_Brady98
Brady;CHERISH;5-C;;S;;N;942;991;ASL_2011_07_22_Brady54
Brady;UNDERWEAR/PRECIOUS;crvd-5;;S;;N;1964;2001;ASL_2011_07_22_Brady10
Liz;MERGE/MAINSTREAM;5;5;5;5;N;1346;1400;ASL_2008_01_1845
Liz;MERGE/MAINSTREAM;5;5;5;5;N;3677;3725;ASL_2008_02_0156
Tyler;MERGE/MAINSTREAM;5;5;5;5;N;2563;2602;ASL_2008_06_108
Naomi;MERGE/MAINSTREAM;5;5;5;5;N;1575;1605;ASL_2008_08_0645
Naomi;MERGE/MAINSTREAM;5;5;5;5;N;4226;4256;ASL_2008_08_13_session211
Brady;MERGE/MAINSTREAM;5;5;5;5;N;3734;3764;ASL_2011_06_14_Brady20
Brady;MERGE/MAINSTREAM;5;5;5;5;N;4700;4736;ASL_2011_06_14_Brady53
Liz;WEAVE;5;5;5;5;N;336;385;ASL_2008_03_2838
Brady;WEAVE;5;5;5;5;N;1590;1631;ASL_2011_07_22_Brady26
Lana;COOKING;B-L;B-L;B-L;B-L;N;764;791;ASL_2006_10_106
Dana;COOKING;B-L;B-L;B-L;B-L;N;955;1009;ASL_2007_05_2410
Tyler;COOK/KITCHEN;B-L;B-L;B-L;B-L;N;4782;4830;ASL_2008_05_12b4
Naomi;COOK/KITCHEN;B-L;B-L;B-L;B-L;N;2715;2765;ASL_2008_08_064
Brady;COOK/KITCHEN;B-L;B-L;B-L;B-L;N;3912;3950;ASL_2011_06_08_Brady30
Lana;COOK/KITCHEN;B-L;B-L;B-L;B-L;N;1837;1877;ASL_2006_10_1015
Dana;COOK/KITCHEN;B-L;B-L;B-L;B-L;N;1781;1835;ASL_2007_05_2418
Liz;PANCAKE;B-L;B-L;B-L;B-L;N;2221;2266;ASL_2008_02_1530
Brady;PANCAKE;B-L;B-L;B-L;B-L;N;1324;1354;ASL_2011_07_19_Brady25
Liz;(K)KITCHEN;P/K;B-L;P/K;B-L;N;2690;2735;ASL_2008_02_0141
Tyler;(K)KITCHEN;P/K;B-L;P/K;B-L;N;2320;2370;ASL_2008_05_29b14
Naomi;(K)KITCHEN;P/K;B-L;P/K;B-L;N;4475;4507;ASL_2008_08_1334
Brady;(K)KITCHEN;P/K;B-L;P/K;B-L;N;2526;2554;ASL_2011_06_14_Brady45
Liz;INCLUDE/INVOLVE;5;C;flat-O;O;N;3447;3492;ASL_2008_02_0130
Liz;INCLUDE/INVOLVE;crvd-sprd-B;crvd-sprd-B;flat-O;O;N;225;266;ASL_2008_02_0135
Tyler;INCLUDE/INVOLVE;5;tight-C;flat-O;flat-O;N;1827;1855;ASL_2008_05_29b5
Tyler;INCLUDE/INVOLVE;5;5;flat-O;tight-C;N;2170;2200;ASL_2008_05_29b8
Naomi;INCLUDE/INVOLVE;5;5;flat-O;O;N;3400;3425;ASL_2008_08_1325
Naomi;INCLUDE/INVOLVE;crvd-5;crvd-5;flat-O;crvd-sprd-B;N;2737;2766;ASL_2008_08_1328
Brady;INCLUDE/INVOLVE;5;C;flat-O;C;N;3740;3754;ASL_2011_06_14_Brady39
Brady;INCLUDE/INVOLVE;crvd-5;crvd-B;flat-O;crvd-B;N;3604;3622;ASL_2011_06_14_Brady41
Brady;INCLUDE/INVOLVE;crvd-sprd-B;C;flat-O;C;N;3051;3081;ASL_2011_07_19_Brady26
Lana;INCLUDE/INVOLVE;5;flat-O;flat-O;flat-O;N;908;941;ASL_2006_10_1015
Dana;INCLUDE/INVOLVE;5;crvd-5;flat-O;tight-C;N;840;891;ASL_2007_05_2418
Liz;(P)PARTICIPATE;P/K;C;P/K;C;N;2387;2434;ASL_2008_02_1531
Liz;JOIN;U/H;C;U/H;C;N;1895;1931;ASL_2008_02_1531
Brady;JOIN;U/H;C;U/H;C;N;5284;5296;ASL_2011_06_14_Brady43
Lana;JOIN;U/H;C;U/H;S;N;1455;1472;ASL_2006_10_1015
Dana;JOIN;U/H;C;U/H;C;N;1400;1420;ASL_2007_05_2418
Liz;ISLAND/INTEREST;I;S;I;S;N;3360;3421;ASL_2008_02_0135
Naomi;ISLAND/INTEREST;I;S;I;S;N;2845;2890;ASL_2008_08_1327
Naomi;ISLAND/INTEREST;I;S;I;S;N;2610;2667;ASL_2008_08_1329
Brady;ISLAND/INTEREST;I;S;I;S;N;714;761;ASL_2011_06_14_Brady41
Brady;ISLAND/INTEREST;I;S;I;S;N;1225;1272;ASL_2011_06_14_Brady42
Lana;ISLAND/INTEREST;I;S;I;S;N;1189;1243;ASL_2006_10_1015
Liz;ISLAND/INTEREST;I;B;I;B;N;2535;2585;ASL_2008_02_0133
Tyler;ISLAND/INTEREST;I;B;I;B;N;3500;3540;ASL_2008_05_29b7
Tyler;ISLAND/INTEREST;I;B;I;B;N;3555;3600;ASL_2008_05_29b9
Dana;ISLAND/INTEREST;I;S;I;S;Y;1097;1185;ASL_2007_05_2418
Liz;INFLATE;flat-O;flat-O;C;flat-O;N;477;506;ASL_2008_01_1829
Naomi;INFLATE;flat-O;B;C;B;N;205;235;ASL_2008_08_0629
Brady;INFLATE;flat-O;B;crvd-B;B;N;6284;6308;ASL_2011_06_14_Brady10
Liz;DEFLATE;B-L;B;flat-O;B;N;277;301;ASL_2008_01_1814
Brady;DEFLATE;B-L;B;flat-O;B;N;14142;14166;ASL_2011_06_08_Brady32
Naomi;DEFLATE;B-L;;flat-O;;N;3190;3221;ASL_2008_08_0613
Tyler;DEFLATE_2;flat-O;bent-B-L;B-L;bent-B-L;N;3097;3135;ASL_2008_05_12b13
Liz;FLAT-TIRE;B-L;B-L;flat-O;B-L;N;2561;2585;ASL_2008_01_1813
Liz;FLAT-TIRE;5;B-L;flat-O;B-L;N;895;915;ASL_2008_01_1844
Tyler;FLAT-TIRE;B-L;B-L;flat-O;B-L;N;2720;2746;ASL_2008_05_12b13
Naomi;FLAT-TIRE;B-L;B-L;flat-O;B-L;N;2901;2926;ASL_2008_08_0613
Naomi;FLAT-TIRE;B-L;B-L;flat-O;B-L;N;670;705;ASL_2008_08_0644
Brady;FLAT-TIRE;B-L;B-L;flat-O;B-L;N;13907;13928;ASL_2011_06_08_Brady32
Lana;FLAT-TIRE;crvd-sprd-B;crvd-flat-B;flat-O;crvd-flat-B;N;383;393;ASL_2006_10_1011
Tyler;FLAT-TIRE;B-L;B-L;flat-O;flat-O;N;890;917;ASL_2008_05_29a24
Dana;FLAT-TIRE;5;5;flat-O;flat-O;N;314;361;ASL_2007_05_2414
Liz;REDUCE;B-L;B;tight-C;B;N;840;885;ASL_2010_08_10_Liz_additional_lexicon_signs27
Brady;REDUCE;B-xd;B-L;tight-C;B-L;N;4557;4582;ASL_2011_06_08_Brady35
Liz;(X)FOOL/DOLL;X;;X;;N;1285;1325;ASL_2008_01_1821
Liz;(X)FOOL/DOLL;X;;X;;N;2066;2095;ASL_2008_01_1846
Tyler;(X)FOOL/DOLL;X;;X;;N;4140;4185;ASL_2008_05_29a1
Naomi;(X)FOOL/DOLL;X;;X;;N;1980;2007;ASL_2008_08_0621
Naomi;(X)FOOL/DOLL;X;;X;;N;1990;2005;ASL_2008_08_0646
Brady;(X)FOOL/DOLL;X;;X;;N;1034;1061;ASL_2011_06_08_Brady37
Brady;(X)FOOL/DOLL;X;;X;;N;2177;2200;ASL_2011_06_14_Brady21
Tyler;(cocked-8)FOOL;cocked-8;;5;;N;6555;6580;ASL_2008_05_29a25
Liz;HANUKKAH;4;4;4;4;N;1785;1827;ASL_2008_02_0118
Naomi;HANUKKAH;4;4;4;4;N;650;688;ASL_2008_08_1314
Brady;HANUKKAH;4;4;4;4;N;6317;6343;ASL_2011_06_14_Brady31
Tyler;HANUKKAH;4;4;4;4;N;455;495;ASL_2008_05_29a46
Liz;EASY;B-L;B-L;B-L;B-L;N;845;880;ASL_2008_01_1112
Liz;EASY;B-L;B-L;bent-B-L;B-L;N;1337;1371;ASL_2008_01_1828
Tyler;EASY;bent-B-L;bent-B-L;bent-B-L;bent-B-L;N;675;721;ASL_2008_05_29a8
Naomi;EASY;B-L;B-L;B-L;B-L;N;575;607;ASL_2008_08_049
Naomi;EASY;B-L;B-L;B-L;B-L;N;701;725;ASL_2008_08_0628
Brady;EASY;B-L;B-L;B-L;B-L;N;384;407;ASL_2011_06_08_Brady11
Brady;EASY;B-L;bent-B-L;bent-B-L;bent-B-L;N;7509;7546;ASL_2011_06_14_Brady9
Lana;EASY;B-L;crvd-B;bent-B-L;crvd-B;N;909;967;ASL_2006_10_108
Dana;EASY;B-L;B-L;B-L;B-L;N;854;923;ASL_2007_05_2412
Tyler;ALMOST;B-L;bent-B-L;10;bent-B-L;N;1047;1063;ASL_2008_05_12a10
Liz;GOLD/ns-CALIFORNIA;I-L-Y;;Y;;N;2045;2065;ASL_2008_01_1161
Naomi;GOLD/ns-CALIFORNIA;I-L-Y;;Y;;N;2965;2980;ASL_2008_08_0439
Naomi;GOLD/ns-CALIFORNIA;I-L-Y;;Y;;N;2007;2022;ASL_2008_08_137
Brady;GOLD/ns-CALIFORNIA;L;;Y;;N;14043;14056;ASL_2011_06_08_Brady24
Brady;GOLD/ns-CALIFORNIA;L;;Y;;N;14318;14335;ASL_2011_06_08_Brady24
Brady;GOLD/ns-CALIFORNIA;L;;Y;;N;2755;2773;ASL_2011_06_14_Brady27
Lana;GOLD/ns-CALIFORNIA;I-L-Y;;Y;;N;357;385;ASL_2006_10_105
Tyler;GOLD/ns-CALIFORNIA;G/Q;;G/Q;;N;1177;1200;ASL_2008_05_29a39
Dana;GOLD/ns-CALIFORNIA;1;;Y;;N;422;450;ASL_2007_05_249
Tyler;GOLD/ns-CALIFORNIA;25;;25;;N;1470;1505;ASL_2008_05_12a38
Liz;GOLD/ns-CALIFORNIA+YELLOW;I-L-Y;;Y;;N;1507;1560;ASL_2008_02_018
Liz;GRADUAL-DECLINE-A-LOT;B-L;B;B-L;B;Y;357;425;ASL_2008_01_1816
Naomi;GRADUAL-DECLINE-A-LOT;B-L;Rlxd;B-L;Rlxd;Y;3920;3970;ASL_2008_08_0615
Brady;GRADUAL-DECLINE-A-LOT;B-L;Rlxd;B-L;Rlxd;Y;9336;9404;ASL_2011_06_08_Brady33
Brady;GRADUAL-DECLINE-A-LOT;B-L;Rlxd;B-L;Rlxd;N;2296;2372;ASL_2011_07_22_Brady41
Tyler;GRADUAL-DECLINE-A-LOT;B-L;S;B-L;S;Y;3285;3330;ASL_2008_05_12b15
Liz;FOCUS/NARROW;B-L;B-L;B-L;B-L;N;725;780;ASL_2008_02_1515
Liz;FOCUS/NARROW;B-L;B-L;B-L;B-L;N;2810;2850;ASL_2010_08_10_Liz_additional_lexicon_signs28
Tyler;FOCUS/NARROW;flat-B;flat-B;flat-B;flat-B;N;388;435;ASL_2008_06_1023
Brady;FOCUS/NARROW;B-L;B-L;B-L;B-L;N;6363;6382;ASL_2011_06_14_Brady20
Liz;ROAD;B-L;B-L;B-L;B-L;N;1635;1680;ASL_2010_08_10_Liz_additional_lexicon_signs3
Brady;ROAD;B-L;B-L;B-L;B-L;N;10170;10190;ASL_2011_06_08_Brady10
Brady;ROAD;B-L;B-L;B-L;B-L;N;1490;1508;ASL_2011_07_19_Brady61
Liz;ROAD;B-L;B-L;B-L;B-L;N;1791;1855;ASL_2010_08_10_Liz_additional_lexicon_signs3
Brady;ROAD;B-L;B-L;B-L;B-L;N;1206;1263;ASL_2011_07_19_Brady61
Liz;NARROW-STREET;B-L;B-L;B-L;B-L;N;1020;1081;ASL_2008_02_1515
Tyler;NARROW-STREET;flat-B;flat-B;flat-B;flat-B;N;632;677;ASL_2008_06_1023
Liz;WIDE;B-L;B-L;B-L;B-L;N;3065;3090;ASL_2008_03_2841
Brady;WIDE;B-L;B-L;B-L;B-L;N;850;873;ASL_2011_07_22_Brady30
Liz;GENERAL;B-L;B-L;B-L;B-L;N;530;575;ASL_2008_02_013
Tyler;GENERAL;B-L;B-L;B-L;B-L;N;275;298;ASL_2008_05_29a35
Naomi;GENERAL;B-L;B-L;B-L;B-L;N;67;92;ASL_2008_08_133
Brady;GENERAL;B-L;B-L;B-L;B-L;N;9743;9782;ASL_2011_06_14_Brady24
Brady;GENERAL;B-L;B-L;B-L;B-L;N;6365;6379;ASL_2011_06_14_Brady32
Tyler;FORK-IN-ROAD_3;flat-B;flat-B;flat-B;flat-B;N;2272;2322;ASL_2008_05_12a33
Brady;FORK-IN-ROAD_3;flat-B;flat-B;flat-B;flat-B;N;4418;4439;ASL_2011_06_08_Brady23
Liz;LIP/MOUTH;1;;1;;N;3195;3237;ASL_2008_02_0150
Liz;LIP/MOUTH;1;;1;;N;1440;1497;ASL_2008_02_1511
Tyler;LIP/MOUTH;L;;L;;N;2850;2910;ASL_2008_06_102
Tyler;LIP/MOUTH;1;;1;;N;1340;1383;ASL_2008_06_1020
Naomi;LIP/MOUTH;1;;1;;N;2732;2790;ASL_2008_08_13_session25
Brady;LIP/MOUTH;1;;1;;N;1569;1614;ASL_2011_06_14_Brady50
Liz;LIPSTICK;baby-O;;baby-O;;N;315;365;ASL_2008_02_0151
Tyler;LIPSTICK;flat-G;;flat-G;;N;3110;3156;ASL_2008_06_102
Naomi;LIPSTICK;baby-O;;baby-O;;N;3015;3055;ASL_2008_08_13_session25
Brady;LIPSTICK;baby-O;;baby-O;;N;1803;1847;ASL_2011_06_14_Brady50
Liz;SHORT-HEIGHT;B-L;;B-L;;N;637;670;ASL_2008_02_2930
Brady;SHORT-HEIGHT;bent-B-L;;bent-B-L;;N;392;422;ASL_2011_07_19_Brady81
Liz;LOW;B-L;B-L;B-L;B-L;N;1040;1105;ASL_2008_02_0155
Naomi;LOW;5;5;5;5;N;270;296;ASL_2008_08_13_session210
Brady;LOW;B-L;B-L;B-L;B-L;N;7339;7367;ASL_2011_06_14_Brady52
Tyler;LOW;L;;L;;N;257;288;ASL_2008_06_107
Liz;PING-PONG/TENNIS;A;;A;;N;325;380;ASL_2008_01_1130
Liz;PING-PONG/TENNIS;A;;A;;N;3225;3287;ASL_2008_03_287
Naomi;PING-PONG/TENNIS;X-over-thumb;;X-over-thumb;;N;2160;2192;ASL_2008_08_0419
Brady;PING-PONG/TENNIS;X-over-thumb;;X-over-thumb;;N;6250;6290;ASL_2011_06_08_Brady15
Brady;PING-PONG/TENNIS;X-over-thumb;;X-over-thumb;;N;3031;3073;ASL_2011_07_19_Brady33
Brady;PING-PONG/TENNIS;X-over-thumb;;X-over-thumb;;N;3726;3803;ASL_2011_07_19_Brady33
Brady;PING-PONG/TENNIS;X-over-thumb;;X-over-thumb;;N;634;694;ASL_2011_07_19_Brady112
Liz;PING-PONG/TENNIS;flat-O;;flat-O;;N;5115;5155;ASL_2008_02_1539
Liz;VOLUNTEER/SHIRT;F/9;;F/9;;N;1425;1465;ASL_2008_01_1118
Tyler;VOLUNTEER/SHIRT;F/9;;F/9;;N;2605;2660;ASL_2008_05_12a12
Tyler;VOLUNTEER/SHIRT;F/9;;F/9;;N;3110;3135;ASL_2008_05_12a12
Naomi;VOLUNTEER/SHIRT;F/9;;F/9;;N;1960;1990;ASL_2008_08_0412
Brady;VOLUNTEER/SHIRT;F/9;;F/9;;N;6867;6905;ASL_2011_06_08_Brady12
Liz;VOLUNTEER/SHIRT;F/9;F/9;F/9;F/9;N;1934;1985;ASL_2008_02_2929
Brady;VOLUNTEER/SHIRT;F/9;F/9;F/9;F/9;N;3882;3915;ASL_2011_07_19_Brady80
Liz;MATCH;crvd-5;crvd-5;crvd-5;crvd-5;N;1055;1075;ASL_2008_01_1843
Liz;MATCH;crvd-5;crvd-5;crvd-5;crvd-5;N;2785;2830;ASL_2008_02_0158
Tyler;MATCH;5-C-L;5-C-L;5-C-L;5-C-L;N;2770;2805;ASL_2008_06_1010
Naomi;MATCH;crvd-5;crvd-5;crvd-5;crvd-5;N;972;995;ASL_2008_08_0643
Naomi;MATCH;crvd-5;crvd-5;crvd-5;crvd-5;N;1735;1761;ASL_2008_08_13_session213
Brady;MATCH;crvd-5;crvd-5;crvd-5;crvd-5;N;1674;1700;ASL_2011_06_14_Brady19
Brady;MATCH;5-C-L;5-C-L;5-C-L;5-C-L;N;5637;5652;ASL_2011_06_14_Brady54
Liz;ROOMMATE;crvd-5;crvd-5;crvd-5;crvd-5;N;3521;3580;ASL_2008_02_2918
Liz;OCTOPUS;O;O;O;5;N;2032;2135;ASL_2008_02_1522
Tyler;OCTOPUS;5;O;5;O;N;4015;4080;ASL_2008_05_29b10
Brady;OCTOPUS;full-M;O;5;O;N;10585;10622;ASL_2011_06_14_Brady42
Brady;OCTOPUS;O;O;O;O;N;190;252;ASL_2011_07_19_Brady18
Liz;JELLYFISH;5;crvd-flat-B;5;crvd-flat-B;N;555;650;ASL_2008_02_0137
Liz;CHARACTER;C;;C;;N;1535;1575;ASL_2008_01_1170
Tyler;CHARACTER;C;;C;;N;2420;2455;ASL_2008_05_12a43
Naomi;CHARACTER;C;;C;;N;3360;3400;ASL_2008_08_0444
Liz;CHARACTERISTIC;C;B-L;C;B-L;N;1770;1810;ASL_2008_01_1170
Naomi;CHARACTERISTIC;C;B-L;C;B-L;N;3626;3660;ASL_2008_08_0444
Liz;CONFIDENT;5;5;S;S;N;3365;3400;ASL_2008_01_182
Tyler;CONFIDENT;5;5;S;S;N;3185;3215;ASL_2008_05_12b2
Naomi;CONFIDENT;crvd-5;crvd-5;A;S;N;4570;4595;ASL_2008_08_062
Liz;CONFIDENTIAL;5;5;S;S;N;342;398;ASL_2010_08_10_Liz_additional_lexicon_signs5
Brady;CONFIDENTIAL;crvd-5;crvd-5;S;S;N;321;341;ASL_2011_06_08_Brady7
Brady;CONFIDENTIAL;crvd-5;crvd-5;S;S;N;13469;13486;ASL_2011_06_08_Brady29
Liz;CRAWL;crvd-5;crvd-5;crvd-5;crvd-5;N;1117;1185;ASL_2008_01_188
Tyler;CRAWL;5;5;crvd-5;crvd-5;N;510;570;ASL_2008_05_12b8
Naomi;CRAWL;5;crvd-5;crvd-5;crvd-5;N;1016;1051;ASL_2008_08_068
Liz;(V)CRAWL;V/2;B-L;crvd-V;B-L;N;770;895;ASL_2008_01_188
Naomi;(V)CRAWL;V/2;B-L;crvd-V;B-L;N;535;565;ASL_2008_08_068
Brady;CLIMB;5;5;crvd-5;crvd-5;N;3700;3737;ASL_2011_06_08_Brady31
Liz;TRUMPET;crvd-5;crvd-5;crvd-5;crvd-5;N;295;346;ASL_2008_02_1511
Liz;TRUMPET;C;open-8;C;C;N;324;364;ASL_2008_03_2824
Lana;CUP;C;B-L;C;B-L;N;2085;2106;ASL_2006_10_106
